class_id,glcm_contrast,glcm_dissimilarity,glcm_homogeneity,glcm_energy,glcm_correlation,glcm_entropy,fractal_dim,foreground_ratio,sym_lr,sym_tb,sym_axis_shift,sym_axis_corr,sym_bilateral_texture_corr,color_h_bin0,color_h_bin1,color_h_bin2,color_h_bin3,color_h_bin4,color_h_bin5,color_h_bin6,color_h_bin7,color_h_mean,color_h_std,color_s_bin0,color_s_bin1,color_s_bin2,color_s_bin3,color_s_bin4,color_s_bin5,color_s_bin6,color_s_bin7,color_s_mean,color_s_std,color_v_bin0,color_v_bin1,color_v_bin2,color_v_bin3,color_v_bin4,color_v_bin5,color_v_bin6,color_v_bin7,color_v_mean,color_v_std,shape_area,shape_perimeter,shape_circularity,shape_aspect_ratio,shape_solidity,shape_extent,cub_name,scientific_name,Sequence,Species1,Family1,Order1,Avibase.ID1,Total.individuals,Female,Male,Unknown,Complete.measures,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-Wing.Index,Tail.Length,Mass,Mass.Source,Mass.Refs.Other,Inference,Traits.inferred,Reference.species,Habitat,Habitat.Density,Migration,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size
102,3.2289268980943033,0.7708404813698339,0.7492221411884997,0.04319486455652378,0.9674766316891557,4.3248798921938745,1.7763839372119676,0.5246124267578125,0.060321216541546284,0.13862277981384413,2.0,0.03406723299503132,0.9701902116423546,0.3668609619140625,0.3065338134765625,0.085186767578125,0.1718048095703125,0.0500457763671875,0.01956787109375,0.0,0.0,54.4640625,29.383239425314763,0.2265869140625,0.15059814453125,0.20281982421875,0.14351806640625,0.14713134765625,0.0748077392578125,0.0227630615234375,0.03177490234375,89.58417663574218,46.03813569706225,0.04534912109375,0.125390625,0.12850341796875,0.1017852783203125,0.1109954833984375,0.195306396484375,0.1462677001953125,0.1464019775390625,144.33519592285157,62.71158673707508,34544.1,1492.3272195339202,0.24885922597165985,1.011075078616352,0.6369117122808247,0.587723316746964,Western_Wood_Pewee,Contopus sordidulus,5893.0,Contopus sordidulus,Tyrannidae,Passeriformes,AVIBASE-F6CA75F0,14.0,5.0,5.0,4.0,4.0,16.4,9.2,6.4,4.1,13.8,82.6,29.0,57.7,33.5,60.2,13.1,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial,7.31,67.81,45.91,-116.12,6939803.44
103,3.8110641742169507,0.8412240202038435,0.7367903587580626,0.025353589785662718,0.9562653693180557,4.5439081311168605,1.7394804448224754,0.4221160888671875,0.15263434670658185,0.1896484112016882,0.0,0.1501713168981156,0.9924982696725776,0.4562896728515625,0.45279541015625,0.0573394775390625,0.010968017578125,0.0083770751953125,0.0142303466796875,0.0,0.0,35.590576171875,21.404507725613957,0.126165771484375,0.2438812255859375,0.1962554931640625,0.1593719482421875,0.1244110107421875,0.08443603515625,0.039739990234375,0.025738525390625,94.06543273925782,42.98662259866196,0.013690185546875,0.1481658935546875,0.14381103515625,0.195306396484375,0.1604248046875,0.14945068359375,0.0979736328125,0.0911773681640625,132.15943298339843,55.59785384296964,19504.7,1383.6377210855485,0.16071797673204075,1.133357438951204,0.6436840634874679,0.47162828770836873,Sayornis,Sayornis saya,5872.0,Sayornis saya,Tyrannidae,Passeriformes,AVIBASE-28669A3D,5.0,2.0,3.0,0.0,4.0,19.5,11.3,5.4,4.2,20.2,104.4,26.8,77.7,25.6,79.8,20.9,Dunning,,NO,,,Forest,3.0,3.0,Carnivore,Invertivore,Insessorial,23.16,69.87,51.2,-122.26,7204273.9
104,6.634960988763123,1.2171351562239843,0.6685514769791748,0.027169200472839123,0.9230288227478226,4.7693497118583945,1.818134764603495,0.549725341796875,0.13496747335797513,0.15302141508263326,-18.8,0.12514802489126436,0.9456482749276762,0.5091888427734375,0.0901397705078125,0.031048583984375,0.3376251220703125,0.0218170166015625,0.0101806640625,0.0,0.0,57.21330871582031,40.85341421395244,0.4323028564453125,0.216595458984375,0.1957733154296875,0.094854736328125,0.0362548828125,0.0129486083984375,0.004998779296875,0.0062713623046875,53.391012573242186,37.36906679393345,0.0243408203125,0.081585693359375,0.10330810546875,0.1814117431640625,0.1680023193359375,0.1696258544921875,0.15506591796875,0.1166595458984375,147.28172302246094,56.417254239283935,38646.3,2263.324670386314,0.13173820735560074,0.87890625,0.6941943289096246,0.6618857771807802,American_Pipit,Anthus rubescens,9961.0,Anthus rubescens,Motacillidae,Passeriformes,AVIBASE-8F268682,5.0,2.0,3.0,0.0,4.0,14.5,9.4,3.1,3.1,21.2,85.0,24.1,60.9,28.4,67.6,20.68,Dunning,,NO,,,Grassland,3.0,3.0,Carnivore,Invertivore,Terrestrial,31.22,76.17,61.56,13.05,12413847.38
105,10.389242130341913,1.6097033883812955,0.6168210055489498,0.014420004540352216,0.904752544025144,5.155173145165131,1.7613510707886633,0.4604461669921875,0.183922835215325,0.031792978876042564,-21.2,0.1435282868456249,0.961172037962067,0.708392333984375,0.2118072509765625,0.002911376953125,0.0195587158203125,0.0213043212890625,0.0360260009765625,0.0,0.0,31.278787231445314,29.987705987056877,0.2821502685546875,0.2656005859375,0.1802978515625,0.1199432373046875,0.074664306640625,0.0347991943359375,0.02340087890625,0.0191436767578125,71.02795104980468,50.99285846218463,0.0658782958984375,0.127923583984375,0.1376220703125,0.1496795654296875,0.133184814453125,0.1348724365234375,0.1320281982421875,0.11881103515625,133.70633239746093,61.013187019375025,19934.3,1715.501297235489,0.14367823360469886,1.1912131543866493,0.5764651433556175,0.38320783607600817,Whip_poor_Will,Caprimulgus vociferus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,4.546288405232259,0.9383137167275724,0.7181148671599359,0.030513250697592927,0.9684623574184256,4.668151892248089,1.6931779058273464,0.375262451171875,0.17517218589815667,0.20219657795147206,5.4,0.09521527866134483,0.9779785708602281,0.4656219482421875,0.1339752197265625,0.1593505859375,0.1472564697265625,0.07142333984375,0.0223724365234375,0.0,0.0,53.89476013183594,39.43482252613266,0.5575836181640625,0.242333984375,0.0984161376953125,0.043853759765625,0.027154541015625,0.017547607421875,0.009521484375,0.0035888671875,38.754827880859374,38.84939517309093,0.2042572021484375,0.1585357666015625,0.129278564453125,0.10732421875,0.098065185546875,0.111993408203125,0.1136688232421875,0.0768768310546875,108.58805236816406,71.64401630186325,19004.5,1311.073221373558,0.18104241034591098,0.9827730412451359,0.6078972340264701,0.4258557879696153,Horned_Puffin,Fratercula corniculata,2688.0,Fratercula corniculata,Alcidae,Charadriiformes,AVIBASE-24111FA5,6.0,3.0,3.0,0.0,4.0,51.0,16.8,7.3,31.6,32.1,185.5,96.8,88.4,52.3,63.3,536.14,Dunning,,NO,,,Marine,3.0,3.0,Carnivore,Aquatic predator,Aquatic,45.26,72.43,56.55,-4.48,1467964.71
107,10.029025117535049,1.4670453103808876,0.6534822058901403,0.026014101528471632,0.9137945546446353,4.83047435766779,1.8301109912027165,0.5572174072265625,0.1929912608882524,0.09800164101308825,-8.2,0.15234610547145916,0.996046886809105,0.3228973388671875,0.323907470703125,0.067291259765625,0.27384033203125,0.003460693359375,0.0086029052734375,0.0,0.0,57.315634155273436,30.9000606056028,0.3169342041015625,0.3399810791015625,0.14720458984375,0.148736572265625,0.02725830078125,0.01156005859375,0.00496826171875,0.00335693359375,56.89945068359375,32.296461813240185,0.0784332275390625,0.1329193115234375,0.0954071044921875,0.09390869140625,0.130377197265625,0.1412811279296875,0.2284759521484375,0.0991973876953125,140.5733428955078,66.23927125791674,33410.0,1723.084403514862,0.2119670544608759,0.80625,0.7407287884383817,0.6353240779559959,Common_Raven,Corvus corax,6979.0,Corvus corax,Corvidae,Passeriformes,AVIBASE-B9B272F4,46.0,15.0,31.0,0.0,10.0,77.0,49.2,21.9,27.9,67.1,419.7,167.2,252.7,39.8,228.7,927.97,Dunning,,NO,,,Forest,3.0,2.0,Omnivore,Omnivore,Terrestrial,12.76,83.11,54.65,18.59,52288449.5
108,5.879208668222843,1.0411329354901073,0.7137128767322396,0.1019978852689197,0.9410088868602051,4.164626591555136,1.7770469576641095,0.5061859130859375,0.28360713846476643,0.21361996273670023,-19.2,0.27887675933055583,0.9865688431242561,0.423388671875,0.04619140625,0.0218994140625,0.4115203857421875,0.06768798828125,0.0293121337890625,0.0,0.0,67.09878845214844,40.64560574436265,0.3586517333984375,0.282421875,0.2886383056640625,0.044842529296875,0.0194549560546875,0.00390625,0.001287841796875,0.0007965087890625,48.62515869140625,25.01565348966664,0.1094146728515625,0.1043792724609375,0.1055755615234375,0.1288482666015625,0.1134368896484375,0.0985687255859375,0.10501708984375,0.234759521484375,143.19586181640625,61.33064465381873,43042.7,1739.1593371629715,0.31795454295989456,0.9830243055555556,0.7418080331835057,0.6910615601063042,White_necked_Raven,Corvus albicollis,6978.0,Corvus albicollis,Corvidae,Passeriformes,AVIBASE-EA326EA2,15.0,4.0,11.0,0.0,4.0,65.9,42.4,19.6,34.0,75.2,417.1,164.6,250.6,39.6,165.6,893.99,Dunning,,NO,,,Rock,3.0,2.0,Omnivore,Omnivore,Terrestrial,-34.84,2.4,-17.3,30.73,1615598.28
109,5.567671842663435,0.9661537031096742,0.7308181646866996,0.0213533983077774,0.9542007069036117,4.672190169526478,1.7112476784522723,0.42177734375,0.1534950409726699,0.14374341875732785,-32.0,0.10819886457354153,0.9499039211568254,0.53116455078125,0.2648223876953125,0.072113037109375,0.102935791015625,0.01719970703125,0.0117645263671875,0.0,0.0,40.851141357421874,34.357408091848974,0.1789306640625,0.300970458984375,0.184478759765625,0.1304290771484375,0.0827178955078125,0.052716064453125,0.0230499267578125,0.0467071533203125,83.43196716308594,50.00065464431505,0.113970947265625,0.163812255859375,0.12403564453125,0.1188812255859375,0.1134063720703125,0.1123626708984375,0.1147064208984375,0.138824462890625,126.83928833007812,71.92393473605512,15116.7,963.0861828327179,0.24719423102328658,1.1066842745482266,0.6915976338057923,0.4665253433956439,American_Redstart,Setophaga ruticilla,10602.0,Setophaga ruticilla,Parulidae,Passeriformes,AVIBASE-BED38F50,35.0,18.0,16.0,1.0,6.0,12.3,6.8,4.0,3.0,17.0,62.0,15.6,48.0,24.6,52.6,8.24,Dunning,,NO,,,Forest,1.0,3.0,Carnivore,Invertivore,Insessorial,30.05,65.02,47.72,-98.09,6675504.95
110,16.755503311674634,2.320433866579793,0.4971291163299769,0.009259655709777371,0.8467957303249867,5.5284412591866285,1.8021223940039284,0.456915283203125,0.08736941835786735,0.07339577016128443,-14.2,0.09132375668597055,0.9748604388767083,0.5950958251953125,0.080950927734375,0.0605743408203125,0.250482177734375,0.0082550048828125,0.0046417236328125,0.0,0.0,46.82841491699219,28.79113617973208,0.301641845703125,0.2942901611328125,0.2516082763671875,0.0864593505859375,0.0344390869140625,0.0144317626953125,0.007855224609375,0.0092742919921875,58.58270263671875,34.18994950712287,0.05760498046875,0.1206207275390625,0.125640869140625,0.1548126220703125,0.190167236328125,0.1750030517578125,0.123236083984375,0.0529144287109375,130.2884307861328,59.11493322441652,32440.7,3328.717729306221,0.06500060421169393,0.9944836956521739,0.5643635107494449,0.5160391906903048,Geococcyx,Geococcyx californianus,1580.0,Geococcyx californianus,Cuculidae,Cuculiformes,AVIBASE-DB5DABCF,5.0,3.0,2.0,0.0,4.0,57.8,35.4,10.1,12.5,59.5,181.0,12.0,172.0,6.5,287.4,376.0,Dunning,,NO,,,Shrubland,2.0,1.0,Carnivore,Invertivore,Terrestrial,18.36,40.65,30.77,-104.36,3008009.53
111,4.762863590194574,0.8948582773838026,0.7447939371672152,0.05290540331687067,0.9435428082148747,4.289755089270434,1.7773576987949595,0.51634521484375,0.1530336781393907,0.10570827008660277,-11.6,0.14013959170317197,0.9849669651264816,0.4158355712890625,0.1630462646484375,0.0271820068359375,0.3750030517578125,0.0160980224609375,0.0028350830078125,0.0,0.0,60.53176574707031,28.448467502105633,0.1990997314453125,0.2466766357421875,0.33233642578125,0.06475830078125,0.0448394775390625,0.048388671875,0.0282470703125,0.0356536865234375,77.60101928710938,42.24930767517611,0.0504638671875,0.0779510498046875,0.094903564453125,0.19295654296875,0.175439453125,0.1686065673828125,0.073406982421875,0.16627197265625,144.53203430175782,54.606757084369676,32800.3,1652.3946624279022,0.16117017955549878,0.9515625,0.6829754659301513,0.5695996678051818,Loggerhead_Shrike,Lanius ludovicianus,6902.0,Lanius ludovicianus,Laniidae,Passeriformes,AVIBASE-36171C2B,11.0,2.0,9.0,0.0,4.0,21.1,12.3,6.5,8.8,27.7,96.4,21.7,74.2,22.6,96.7,51.59,Dunning,,NO,,,Shrubland,3.0,3.0,Carnivore,Invertivore,Insessorial,16.1,55.52,38.03,-101.11,8852504.29
112,4.240062127795431,0.8074693684685931,0.7596584691466804,0.05159807565884968,0.9499236113450316,4.184859743824229,1.7642325952737328,0.478631591796875,0.03659599097355095,0.07835764132732735,13.2,0.02500780283192593,0.9904696306426297,0.4551544189453125,0.1709136962890625,0.020391845703125,0.330853271484375,0.0136505126953125,0.0090362548828125,0.0,0.0,55.042486572265624,22.407742645155736,0.124066162109375,0.19764404296875,0.2361083984375,0.17664794921875,0.1143707275390625,0.0203125,0.050787353515625,0.0800628662109375,99.5943389892578,42.201030761066036,0.0321258544921875,0.11009521484375,0.1486724853515625,0.073175048828125,0.0994232177734375,0.1962158203125,0.133892822265625,0.2063995361328125,153.58575744628905,59.5024432726987,20851.2,1317.2874347209931,0.175154647238911,0.8683215725806452,0.6477945893909695,0.46213047682726033,Great_Grey_Shrike,Lanius excubitor,6906.0,Lanius excubitor,Laniidae,Passeriformes,AVIBASE-DB2501EE,37.0,8.0,29.0,0.0,16.0,23.2,13.9,6.9,9.3,29.4,109.2,28.7,80.4,26.3,106.2,63.41,Dunning,,NO,,,Shrubland,3.0,3.0,Carnivore,Vertivore,Insessorial,9.51,70.49,40.81,42.37,23487697.84
113,11.007500208393171,1.7365466926581934,0.5833515317331596,0.019416899324860664,0.8641972597234228,5.140492458469341,1.8129597392650372,0.5152923583984375,0.039867435506851664,-0.0018692117483124291,-17.6,0.031361994017608585,0.9686884580334999,0.3797027587890625,0.483917236328125,0.060784912109375,0.0410919189453125,0.016070556640625,0.0184326171875,0.0,0.0,39.88114013671875,24.55857314150463,0.260614013671875,0.2472930908203125,0.1410614013671875,0.2122711181640625,0.0903900146484375,0.0246002197265625,0.0082550048828125,0.01551513671875,73.54922790527344,41.02895590140643,0.0079010009765625,0.065771484375,0.110369873046875,0.236187744140625,0.2155731201171875,0.2013092041015625,0.105859375,0.0570281982421875,140.35032653808594,48.440579900376235,31180.1,2406.572255039215,0.06551967680618323,0.990163022873752,0.6305323272006816,0.5122615182973727,Baird_Sparrow,Ammodramus bairdii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,8.844081788155183,1.3799324975232876,0.6625458460777104,0.02538381714040867,0.9215012194361684,4.874349596907422,1.7951945448303235,0.5183319091796875,0.053122629324812855,0.08743826143413577,0.0,0.025964171131554165,0.9746752248772749,0.6973724365234375,0.1633331298828125,0.03526611328125,0.06287841796875,0.0172149658203125,0.0239349365234375,0.0,0.0,34.332122802734375,34.998603703451344,0.5669189453125,0.1865081787109375,0.1227874755859375,0.0730072021484375,0.031976318359375,0.010919189453125,0.003814697265625,0.0040679931640625,42.934930419921876,30.986635859751306,0.0321929931640625,0.1153778076171875,0.113153076171875,0.168353271484375,0.166375732421875,0.1924072265625,0.1503875732421875,0.0617523193359375,137.8417755126953,56.33292690686069,28834.5,1800.6797680616378,0.09866339073748942,1.0913544215803186,0.6551594182591176,0.5451662019348664,Black_throated_Sparrow,Amphispiza bilineata,10303.0,Amphispiza bilineata,Passerellidae,Passeriformes,AVIBASE-A0F29F1E,6.0,2.0,4.0,0.0,6.0,11.7,8.2,4.6,5.9,18.1,63.5,11.3,52.2,17.7,64.8,13.5,Dunning,,NO,,,Shrubland,2.0,2.0,Omnivore,Omnivore,Generalist,20.19,47.06,32.43,-108.96,2450691.64
115,8.450281674679797,1.334705650178885,0.6699037344333199,0.03049528602312886,0.894933303238917,4.771915911442753,1.8253489233164273,0.5741241455078125,0.10890572536630445,0.07598847690161484,-1.2,0.09934747043273602,0.9477112539014871,0.6933013916015625,0.11441650390625,0.0027740478515625,0.178350830078125,0.0047088623046875,0.0064483642578125,0.0,0.0,37.183413696289065,22.198376043244856,0.153802490234375,0.1732696533203125,0.1917724609375,0.2915130615234375,0.1063873291015625,0.0364166259765625,0.0185882568359375,0.0282501220703125,90.79594421386719,40.77494557764031,0.009136962890625,0.075628662109375,0.097991943359375,0.13018798828125,0.159326171875,0.2757659912109375,0.161383056640625,0.0905792236328125,153.1610076904297,52.53846511764315,36581.2,2215.0662154197694,0.19340151855308851,0.88515625,0.6923822149305402,0.6248117672582472,Brewer_Sparrow,Spizella breweri,10301.0,Spizella breweri,Passerellidae,Passeriformes,AVIBASE-29967541,6.0,2.0,4.0,0.0,5.0,12.3,6.7,3.6,4.4,16.8,62.8,12.9,50.1,20.5,57.3,10.9,Dunning,,NO,,,Shrubland,2.0,3.0,Omnivore,Omnivore,Generalist,33.57,63.27,45.74,-115.39,3238311.53
116,5.692037056870211,0.9943131093098184,0.727039266123888,0.021883827480191347,0.9236399183144611,4.649759625420526,1.7138293798000217,0.379119873046875,0.08572773031633366,0.006476125425622545,-17.4,0.08392252102202671,0.9416120792247102,0.66905517578125,0.3043121337890625,0.0024139404296875,0.022308349609375,0.000994873046875,0.00091552734375,0.0,0.0,26.704745483398437,12.135695837870042,0.0969085693359375,0.282867431640625,0.20609130859375,0.1427398681640625,0.10986328125,0.051837158203125,0.0577301025390625,0.0519622802734375,96.3782745361328,44.28895130485676,0.0094024658203125,0.06583251953125,0.1801788330078125,0.21962890625,0.230718994140625,0.146270751953125,0.0845245361328125,0.0634429931640625,133.65133361816407,49.55124801195865,15139.0,1324.197102189064,0.16803855037290444,1.0961885264605762,0.606572450126171,0.36896992693804487,Chipping_Sparrow,Spizella passerina,10297.0,Spizella passerina,Passerellidae,Passeriformes,AVIBASE-37E9CCDA,5.0,2.0,3.0,0.0,4.0,13.1,7.0,4.0,4.9,16.3,68.0,16.3,51.0,24.2,56.0,12.2,Dunning,,NO,,,Forest,2.0,3.0,Omnivore,Omnivore,Generalist,12.94,66.24,47.04,-103.73,13081064.54
117,8.576787312387612,1.3834172976938384,0.6434247954317392,0.02017145129374421,0.8971898572342407,4.9479347628201635,1.7481083563914475,0.418218994140625,0.03338714636826816,-0.0029324661822495435,-6.4,0.02656019003415725,0.9839951113768814,0.488958740234375,0.4754058837890625,0.0026458740234375,0.0181793212890625,0.006182861328125,0.0086273193359375,0.0,0.0,31.650393676757812,17.277584481294646,0.074139404296875,0.1575836181640625,0.188006591796875,0.1831146240234375,0.1549468994140625,0.1081329345703125,0.081671142578125,0.05240478515625,114.90301208496093,53.19780072347896,0.0298492431640625,0.077020263671875,0.1320587158203125,0.191094970703125,0.2477935791015625,0.1583526611328125,0.1095855712890625,0.0542449951171875,134.90858154296876,52.30988314058701,23832.7,2039.8920273303986,0.07480734684332549,1.0219265528694068,0.5448769152515058,0.39452753905445637,Clay_colored_Sparrow,Spizella pallida,10298.0,Spizella pallida,Passerellidae,Passeriformes,AVIBASE-486265CF,5.0,2.0,3.0,0.0,4.0,10.1,6.0,3.4,4.9,17.4,60.8,11.2,49.0,18.6,56.8,11.2,Dunning,,NO,,,Shrubland,2.0,3.0,Omnivore,Granivore,Generalist,42.16,62.65,51.68,-104.79,3219955.48
118,8.561413467670388,1.3269653504567065,0.6749393025373072,0.03197221345490983,0.9251041002474887,4.766084851069571,1.843027781973262,0.595166015625,0.07500368461778162,0.08431040217449626,-15.6,0.06907115885020591,0.9912320407772743,0.4779998779296875,0.168023681640625,0.074468994140625,0.2684295654296875,0.0055145263671875,0.0055633544921875,0.0,0.0,50.3960693359375,36.16007073311043,0.1712921142578125,0.27203369140625,0.174273681640625,0.172479248046875,0.094903564453125,0.049481201171875,0.0280181884765625,0.037518310546875,85.34030151367188,50.918819438038085,0.0434722900390625,0.075152587890625,0.0796905517578125,0.11473388671875,0.1387908935546875,0.149468994140625,0.2316864013671875,0.16700439453125,157.77273559570312,61.97106313580891,35167.2,2401.0053182125093,0.17301138864448207,1.0072902279005524,0.6437504467642418,0.5822818618016401,House_Sparrow,Passer domesticus,9910.0,Passer domesticus,Passeridae,Passeriformes,AVIBASE-240E3390,25.0,12.0,13.0,0.0,8.0,13.5,9.1,6.3,7.4,17.9,74.9,20.4,54.4,27.3,57.2,26.51,Dunning,,NO,,,Human Modified,3.0,1.0,Herbivore,Granivore,Terrestrial,5.91,71.19,46.32,61.68,34407867.59
119,12.403433747746314,1.728470665413789,0.6144988791432299,0.016835190616665528,0.877743620411415,5.100849712385683,1.7872046123368246,0.470458984375,0.10402859596889683,0.08254969917496055,15.4,0.07714581728091521,0.9803736934375614,0.5604949951171875,0.232244873046875,0.006201171875,0.1166046142578125,0.06317138671875,0.021282958984375,0.0,0.0,44.16652221679688,27.386527672397772,0.2180694580078125,0.1325164794921875,0.2098541259765625,0.1969635009765625,0.11510009765625,0.0535980224609375,0.0287139892578125,0.045184326171875,90.69371032714844,49.21242676364526,0.0285491943359375,0.103460693359375,0.1320220947265625,0.1662017822265625,0.1828460693359375,0.1487884521484375,0.1258453369140625,0.112286376953125,140.0493133544922,57.710996241374595,18914.4,1752.1281201601028,0.0876206195716058,0.7334828260219517,0.569886349556279,0.3900258472448176,Field_Sparrow,Spizella pusilla,10300.0,Spizella pusilla,Passerellidae,Passeriformes,AVIBASE-E23F6DE0,5.0,2.0,3.0,0.0,3.0,10.4,6.6,4.3,5.2,17.9,64.4,10.8,53.5,16.7,62.0,12.5,Dunning,,NO,,,Grassland,2.0,2.0,Omnivore,Granivore,Generalist,28.87,49.98,39.43,-90.09,3997616.97
120,7.104416770529184,1.4183312851971304,0.5933284001646028,0.011304780188499617,0.9258092618780649,5.148173992467636,1.7510050073759065,0.4628265380859375,0.025545440360260442,0.04933687800644665,9.2,-0.0001798910932081732,0.9426335556840773,0.7343963623046875,0.0660797119140625,0.0898162841796875,0.0827423095703125,0.018634033203125,0.008331298828125,0.0,0.0,34.81259460449219,26.85258762689537,0.3397674560546875,0.119903564453125,0.1154632568359375,0.1158905029296875,0.1539794921875,0.0982757568359375,0.0309417724609375,0.0257781982421875,83.80881042480469,46.91098291084079,0.0312530517578125,0.084820556640625,0.132025146484375,0.1768463134765625,0.172222900390625,0.1813934326171875,0.1520782470703125,0.0693603515625,139.74289245605468,56.699399281401234,15201.7,1403.445629119873,0.1275523158280949,1.5548943969950122,0.6040377536824033,0.4138148466740619,Fox_Sparrow,Passerella iliaca,10421.0,Passerella iliaca,Passerellidae,Passeriformes,AVIBASE-0B1B2EB6,5.0,2.0,3.0,0.0,4.0,13.4,8.5,5.3,7.5,24.3,84.2,21.9,61.9,26.1,68.2,33.25,Dunning,,NO,,,Forest,1.0,3.0,Omnivore,Omnivore,Generalist,46.61,70.64,60.38,-117.81,5235159.1
121,11.805820523329203,1.6729171505089557,0.622016286264658,0.02123321739884696,0.8898270146779106,5.023548291447988,1.7476450534220196,0.4133270263671875,0.13948576794759376,0.08973060931018664,-19.2,0.11729982402392665,0.9603946858329777,0.64820556640625,0.1886444091796875,0.0419525146484375,0.0894622802734375,0.0056793212890625,0.026055908203125,0.0,0.0,37.3512451171875,29.75630476951714,0.227581787109375,0.157794189453125,0.244476318359375,0.241448974609375,0.072772216796875,0.0278717041015625,0.013568115234375,0.0144866943359375,78.16873168945312,43.40597167909441,0.0565826416015625,0.114263916015625,0.1475341796875,0.2007110595703125,0.1265228271484375,0.0914886474609375,0.142181396484375,0.12071533203125,133.31393432617188,62.25855451611894,25248.0,1664.6949936151505,0.20409713509687966,1.2268697331460676,0.6828024903490485,0.5335990941625793,Grasshopper_Sparrow,Ammodramus savannarum,10321.0,Ammodramus savannarum,Passerellidae,Passeriformes,AVIBASE-5BFFE091,6.0,3.0,3.0,0.0,5.0,13.8,8.2,4.5,6.1,20.1,58.2,12.3,46.0,21.1,41.4,17.61,Dunning,,NO,,,Grassland,3.0,2.0,Omnivore,Invertivore,Generalist,3.31,51.58,40.3,-94.6,5240933.14
122,8.389182465984938,1.5107916615580925,0.5992204311523017,0.010836178025443417,0.9212023681854461,5.189919194051553,1.7740052664254757,0.4618438720703125,0.0968744021472522,0.12087607952308,-10.8,0.11129741333521645,0.9780070399699612,0.578515625,0.15162353515625,0.0427734375,0.0926605224609375,0.0973724365234375,0.037054443359375,0.0,0.0,50.646881103515625,40.4737428188953,0.4499114990234375,0.273541259765625,0.1727325439453125,0.0572296142578125,0.0300872802734375,0.009051513671875,0.00296630859375,0.00447998046875,47.90354614257812,32.59166536437147,0.038665771484375,0.1043670654296875,0.14417724609375,0.192755126953125,0.220330810546875,0.1537017822265625,0.08685302734375,0.059149169921875,129.5446044921875,55.05500910135203,24226.9,2362.050814151764,0.06703914448262324,1.0485632057450585,0.5517843455897062,0.4544142349399368,Harris_Sparrow,Zonotrichia querula,10417.0,Zonotrichia querula,Passerellidae,Passeriformes,AVIBASE-DDAF0666,5.0,2.0,3.0,0.0,4.0,16.0,9.2,5.1,7.5,24.3,86.9,20.5,66.3,23.7,80.9,35.5,Dunning,,NO,,,Shrubland,2.0,3.0,Herbivore,Omnivore,Terrestrial,55.45,70.58,64.61,-105.48,1699160.3
123,6.544842594563494,1.131022001990641,0.6958397445545519,0.03750405439177044,0.8910705742799122,4.556490289910496,1.7948774473312994,0.5253631591796875,0.05150633966509836,0.1746336493609631,-4.2,0.02913017052775932,0.9741206066229072,0.50472412109375,0.374847412109375,0.020574951171875,0.0994415283203125,7.62939453125e-05,0.000335693359375,0.0,0.0,38.01930236816406,14.768903389558904,0.081573486328125,0.154815673828125,0.243634033203125,0.136328125,0.12554931640625,0.112213134765625,0.0521484375,0.09373779296875,115.30386962890626,48.24106959068563,0.0080841064453125,0.06090087890625,0.0960052490234375,0.175030517578125,0.237420654296875,0.23614501953125,0.1517974853515625,0.0346160888671875,144.88424072265624,46.761182273177916,23427.7,1850.1689162492753,0.07935561371880233,1.243106030848276,0.5230978721756554,0.44477271150645714,Henslow_Sparrow,Ammodramus henslowii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,9.036283182406894,1.5019015427149176,0.6122921719489884,0.011349270808771914,0.9212206593147234,5.214664198562984,1.806078133472175,0.5231170654296875,0.11103773217927268,0.11505059886646338,12.0,0.09790218734047147,0.9851156626735579,0.7905853271484375,0.1186981201171875,0.02423095703125,0.0607147216796875,0.001025390625,0.0047454833984375,0.0,0.0,27.46256103515625,20.95713099053133,0.1035888671875,0.1236572265625,0.1817901611328125,0.1934356689453125,0.1673126220703125,0.1132080078125,0.050189208984375,0.0668182373046875,113.89684143066407,60.223311676119046,0.02955322265625,0.0822601318359375,0.10731201171875,0.1254791259765625,0.1497344970703125,0.15791015625,0.18116455078125,0.1665863037109375,154.10364685058593,62.421277584081466,20875.9,1617.4943992614747,0.10866338119049006,1.2572496461467875,0.6064733389681858,0.41498510804896027,Le_Conte_Sparrow,Ammodramus leconteii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
